,assembly,organism_name,group,taxid,total_gene_number
725,GCF_030269925.1,Bombyx_mori,invertebrate,7091,13459
726,GCF_003987935.1,Bombyx_mandarina,invertebrate,7092,12794
727,GCF_023101765.2,Spodoptera_frugiperda,invertebrate,7108,14679
728,GCF_003590095.1,Trichoplusia_ni,invertebrate,7111,15089
729,GCF_022581195.2,Helicoverpa_zea,invertebrate,7113,14933
730,GCF_905147105.1,Pieris_brassicae,invertebrate,7116,11885
731,GCF_014839805.1,Manduca_sexta,invertebrate,7130,15967
732,GCF_026898425.1,Galleria_mellonella,invertebrate,7137,13604
733,GCF_002204515.2,Aedes_aegypti,invertebrate,7159,14626
734,GCF_035046485.1,Aedes_albopictus,invertebrate,7160,20424
735,GCF_943734735.2,Anopheles_gambiae,invertebrate,7165,12519
736,GCF_013758885.1,Anopheles_albimanus,invertebrate,7167,11565
737,GCF_016920715.1,Anopheles_arabiensis,invertebrate,7173,12601
738,GCF_015732765.1,Culex_quinquefasciatus,invertebrate,7176,15094
739,GCF_024334085.1,Lutzomyia_longipalpis,invertebrate,7200,11238
740,GCF_000183805.2,Loa_loa,invertebrate,7209,14903
741,GCF_000347755.3,Ceratitis_capitata,invertebrate,7213,12563
742,GCF_017639315.1,Drosophila_ananassae,invertebrate,7217,14778
743,GCF_003286155.1,Drosophila_erecta,invertebrate,7220,13718
744,GCF_018153295.1,Drosophila_grimshawi,invertebrate,7222,12825
745,GCF_003285905.1,Drosophila_hydei,invertebrate,7224,13282
746,GCF_003285725.1,Scaptodrosophila_lebanonensis,invertebrate,7225,13655
747,GCF_004382145.1,Drosophila_mauritiana,invertebrate,7226,14112
748,GCF_000001215.4,Drosophila_melanogaster,invertebrate,7227,13966
749,GCF_003369915.1,Drosophila_miranda,invertebrate,7229,19112
750,GCF_018153725.1,Drosophila_mojavensis,invertebrate,7230,13272
751,GCF_001654015.2,Drosophila_navojoa,invertebrate,7232,13082
752,GCF_003286085.1,Drosophila_persimilis,invertebrate,7234,14397
753,GCF_009870125.1,Drosophila_pseudoobscura,invertebrate,7237,14343
754,GCF_004382195.2,Drosophila_sechellia,invertebrate,7238,14116
755,GCF_016746395.2,Drosophila_simulans,invertebrate,7240,14256
756,GCF_008121235.1,Drosophila_subobscura,invertebrate,7241,13440
757,GCF_016746235.2,Drosophila_teissieri,invertebrate,7243,14352
758,GCF_030788295.1,Drosophila_virilis,invertebrate,7244,13853
759,GCF_016746365.2,Drosophila_yakuba,invertebrate,7245,14230
760,GCF_018902025.1,Drosophila_willistoni,invertebrate,7260,14774
761,GCF_001654025.1,Drosophila_arizonae,invertebrate,7263,12476
762,GCF_900245975.1,Drosophila_guanche,invertebrate,7266,13307
763,GCF_002093755.2,Drosophila_serrata,invertebrate,7274,14338
764,GCF_018151105.1,Drosophila_obscura,invertebrate,7282,14694
765,GCF_009650485.2,Drosophila_albomicans,invertebrate,7291,14002
766,GCF_030504385.1,Musca_domestica,invertebrate,7370,17481
767,GCF_958450345.1,Calliphora_vicina,invertebrate,7373,13778
768,GCF_022045245.1,Lucilia_cuprina,invertebrate,7375,13927
769,GCF_014805625.2,Glossina_fuscipes,invertebrate,7396,12301
770,GCF_009193385.2,Nasonia_vitripennis,invertebrate,7425,13602
771,GCF_910589235.1,Vespa_crabro,invertebrate,7445,10204
772,GCF_014083535.2,Vespa_mandarinia,invertebrate,7446,10120
773,GCF_905475345.1,Vespula_vulgaris,invertebrate,7454,9996
774,GCF_003254395.2,Apis_mellifera,invertebrate,7460,9935
775,GCF_029169275.1,Apis_cerana,invertebrate,7461,9933
776,GCF_000469605.1,Apis_dorsata,invertebrate,7462,10049
777,GCF_000184785.3,Apis_florea,invertebrate,7463,10417
778,GCF_000599845.2,Trichogramma_pretiosum,invertebrate,7493,12773
779,GCF_003426905.1,Ctenocephalides_felis,invertebrate,7515,18878
780,GCF_000500325.1,Leptinotarsa_decemlineata,invertebrate,7539,14000
781,GCF_001039355.2,Lingula_anatina,invertebrate,7574,27068
782,GCF_032118995.1,Asterias_amurensis,invertebrate,7602,16932
783,GCF_902459465.1,Asterias_rubens,invertebrate,7604,16079
784,GCF_037042905.1,Lytechinus_pictus,invertebrate,7653,20054
785,GCF_018143015.1,Lytechinus_variegatus,invertebrate,7654,22667
786,GCF_000002235.5,Strongylocentrotus_purpuratus,invertebrate,7668,27447
787,GCF_000224145.3,Ciona_intestinalis,invertebrate,7719,13729
788,GCF_013122585.1,Styela_clava,invertebrate,7725,19966
789,GCF_000003815.2,Branchiostoma_floridae,invertebrate,7739,26689
790,GCF_035083965.1,Branchiostoma_lanceolatum,invertebrate,7740,24436
791,GCF_001625305.1,Branchiostoma_belcheri,invertebrate,7741,23868
792,GCF_000003605.2,Saccoglossus_kowalevskii,invertebrate,10224,20956
793,GCF_000150275.1,Trichoplax_adhaerens,invertebrate,10228,11518
794,GCF_000143395.1,Atta_cephalotes,invertebrate,12957,10491
795,GCF_018135715.1,Danaus_plexippus,invertebrate,13037,12804
796,GCF_029227915.1,Hydractinia_symbiolongicarpus,invertebrate,13093,20492
797,GCF_001856785.1,Myzus_persicae,invertebrate,13164,15006
798,GCF_024362695.1,Pectinophora_gossypiella,invertebrate,13191,14107
799,GCF_032854445.1,Liolophura_japonica,invertebrate,13599,17422
800,GCF_015586225.1,Lucilia_sericata,invertebrate,13632,14704
801,GCF_016802725.1,Solenopsis_invicta,invertebrate,13686,14790
802,GCF_017312705.1,Penaeus_japonicus,invertebrate,27405,22301
803,GCF_038502225.1,Cherax_quadricarinatus,invertebrate,27406,17161
804,GCF_032173495.1,Musca_vetustissima,invertebrate,27455,15949
805,GCF_023373825.1,Bactrocera_dorsalis,invertebrate,27457,14607
806,GCF_964019385.1,Sycon_ciliatum,invertebrate,27933,20530
807,GCF_043229965.1,Drosophila_suzukii,invertebrate,28584,15749
808,GCF_028408465.1,Anastrepha_ludens,invertebrate,28586,14586
809,GCF_028554725.1,Zeugodacus_cucurbitae,invertebrate,28588,13888
810,GCF_013731165.1,Rhagoletis_pomonella,invertebrate,28610,21904
811,GCF_001687245.2,Rhagoletis_zephyria,invertebrate,28612,24741
812,GCF_018153835.1,Drosophila_eugracilis,invertebrate,29029,14275
813,GCF_030179915.1,Drosophila_takahashii,invertebrate,29030,15552
814,GCF_024763615.1,Phlebotomus_papatasi,invertebrate,29031,11610
815,GCF_000648655.2,Copidosoma_floridanum,invertebrate,29053,12143
816,GCF_963855985.1,Ostrinia_nubilalis,invertebrate,29057,13840
817,GCF_030705265.1,Helicoverpa_armigera,invertebrate,29058,14441
818,GCF_963853765.1,Magallana_gigas,invertebrate,29159,26073
819,GCF_018983055.1,Penaeus_indicus,invertebrate,29960,21824
820,GCF_011750605.1,Drosophila_busckii,invertebrate,30019,12712
821,GCF_018152505.1,Drosophila_elegans,invertebrate,30023,14058
822,GCF_018152265.1,Drosophila_ficusphila,invertebrate,30025,14394
823,GCF_030179895.1,Drosophila_kikkawai,invertebrate,30033,15097
824,GCF_017562075.2,Anopheles_merus,invertebrate,30066,13794
825,GCF_013141755.1,Anopheles_stephensi,invertebrate,30069,12692
826,GCF_910591885.1,Bombus_terrestris,invertebrate,30195,10310
827,GCF_010416935.1,Polistes_fuscatus,invertebrate,30207,10694
828,GCF_014466175.1,Vespula_pensylvanica,invertebrate,30213,9936
829,GCF_041381155.1,Argopecten_irradians,invertebrate,31199,25634
830,GCF_037325665.1,Littorina_saxatilis,invertebrate,31220,27788
831,GCF_010183535.1,Caenorhabditis_remanei,invertebrate,31234,26177
832,GCF_019457755.1,Venturia_canescens,invertebrate,32260,11831
833,GCF_000239435.1,Tetranychus_urticae,invertebrate,32264,11686
834,GCF_020080835.1,Cotesia_glomerata,invertebrate,32391,14119
835,GCF_012273895.1,Zerene_cesonia,invertebrate,33412,11924
836,GCF_001040885.1,Strongyloides_ratti,invertebrate,34506,12445
837,GCF_037126465.1,Ornithodoros_turicata,invertebrate,34597,22416
838,GCF_013339695.2,Rhipicephalus_sanguineus,invertebrate,34632,22510
839,GCF_000255335.2,Galendromus_occidentalis,invertebrate,34638,11566
840,GCF_001594115.1,Trachymyrmex_septentrionalis,invertebrate,34720,11034
841,GCF_021234035.1,Daphnia_pulicaria,invertebrate,35523,16865
842,GCF_020631705.1,Daphnia_magna,invertebrate,35525,16891
843,GCF_963082655.1,Stomoxys_calcitrans,invertebrate,35570,15178
844,GCF_003918875.1,Haliotis_rubra,invertebrate,36100,29738
845,GCF_032062105.1,Saccostrea_cuccullata,invertebrate,36930,42945
846,GCF_917208135.1,Athalia_rosae,invertebrate,37344,11393
847,GCF_000485595.1,Priapulus_caudatus,invertebrate,37621,15101
848,GCF_947568905.1,Ostrea_edulis,invertebrate,37623,27763
849,GCF_001194135.2,Octopus_bimaculoides,invertebrate,37653,15684
850,GCF_014529535.1,Bradysia_coprophila,invertebrate,38358,16546
851,GCF_035044405.1,Drosophila_montana,invertebrate,40370,13411
852,GCF_020882245.1,Rhopalosiphum_padi,invertebrate,40932,13285
853,GCF_011947565.3,Pollicipes_pollicipes,invertebrate,41117,20420
854,GCF_907165205.1,Coccinella_septempunctata,invertebrate,41139,14769
855,GCF_015345945.1,Tribolium_madens,invertebrate,41895,12167
856,GCF_030179905.1,Drosophila_bipectinata,invertebrate,42026,14680
857,GCF_023558535.2,Drosophila_nasuta,invertebrate,42062,14230
858,GCF_905147765.1,Vanessa_atalanta,invertebrate,42275,12431
859,GCF_028537555.1,Battus_philenor,invertebrate,42288,12267
860,GCF_016801865.2,Culex_pipiens_pallens,invertebrate,42434,16297
861,GCF_943734665.1,Anopheles_aquasalis,invertebrate,42839,11511
862,GCF_003676215.2,Rhopalosiphum_maidis,invertebrate,43146,12060
863,GCF_943734745.1,Anopheles_darlingi,invertebrate,43151,11222
864,GCF_019925205.1,Metopolophium_dirhodum,invertebrate,44670,17524
865,GCF_013753865.1,Acropora_millepora,invertebrate,45264,30136
866,GCF_932526225.1,Nematostella_vectensis,invertebrate,45351,19231
867,GCF_020536995.1,Dreissena_polymorpha,invertebrate,45954,36414
868,GCF_015706575.1,Patiria_miniata,invertebrate,46514,23044
869,GCF_003704095.1,Pocillopora_damicornis,invertebrate,46731,19935
870,GCF_018151085.1,Drosophila_tropicalis,invertebrate,46794,13504
871,GCF_003285875.2,Drosophila_novamexicana,invertebrate,47314,13260
872,GCF_002042975.1,Orbicella_faveolata,invertebrate,48498,25929
873,GCF_014898815.1,Panonychus_citri,invertebrate,50023,11460
874,GCF_917563875.1,Diabrotica_virgifera_virgifera,invertebrate,50390,19526
875,GCF_002571385.2,Stylophora_pistillata,invertebrate,50429,24473
876,GCF_031761385.1,Necator_americanus,invertebrate,51031,26579
877,GCF_932276165.1,Plutella_xylostella,invertebrate,51655,13971
878,GCF_943734655.1,Sabethes_cyaneus,invertebrate,53552,13094
879,GCF_025091365.1,Daktulosphaira_vitifoliae,invertebrate,58002,14650
880,GCF_034640455.1,Diachasmimorpha_longicaudata,invertebrate,58733,11577
881,GCF_027563975.2,Plodia_interpunctella,invertebrate,58824,13255
882,GCF_016617805.1,Bactrocera_tryoni,invertebrate,59916,14221
883,GCF_038994185.2,Dermacentor_albipictus,invertebrate,60249,23144
884,GCF_022747635.1,Hetaerina_americana,invertebrate,62018,11196
885,GCF_943734845.2,Anopheles_funestus,invertebrate,62324,12092
886,GCF_002532875.2,Varroa_jacobsoni,invertebrate,62625,10521
887,GCF_041260155.1,Ptychodera_flava,invertebrate,63121,31795
888,GCF_019393585.1,Leptopilina_boulardi,invertebrate,63433,13647
889,GCF_015476425.1,Leptopilina_heterotoma,invertebrate,63436,14450
890,GCF_905147795.1,Pieris_rapae,invertebrate,64459,12147
891,GCF_001594055.1,Mycetomoellerius_zeteki,invertebrate,64791,11229
892,GCF_000956235.1,Wasmannia_auropunctata,invertebrate,64793,13668
893,GCF_000806365.1,Fopius_arisanus,invertebrate,64838,10991
894,GCF_905332965.1,Bombus_pascuorum,invertebrate,65598,10380
895,GCF_000836235.2,Papilio_xuthus,invertebrate,66420,12604
896,GCF_943734635.1,Anopheles_cruzii,invertebrate,68878,11841
897,GCF_026212275.2,Microplitis_demolitor,invertebrate,69319,11885
898,GCF_002706865.2,Spodoptera_litura,invertebrate,69820,14745
899,GCF_000222465.1,Acropora_digitifera,invertebrate,70779,26073
900,GCF_905220415.1,Colias_croceus,invertebrate,72248,13592
901,GCF_003651465.1,Formica_exsecta,invertebrate,72781,12081
902,GCF_028750875.1,Macrosteles_quadrilineatus,invertebrate,74068,21979
903,GCF_912999745.1,Papilio_machaon,invertebrate,76193,13379
904,GCF_000836215.1,Papilio_polytes,invertebrate,76194,12178
905,GCF_020466585.1,Dendroctonus_ponderosae,invertebrate,77166,12777
906,GCF_905475465.1,Pieris_napi,invertebrate,78633,12810
907,GCF_040412425.1,Macrobrachium_rosenbergii,invertebrate,79674,23057
908,GCF_000648675.2,Cimex_lectularius,invertebrate,79782,11949
909,GCF_020184175.1,Aphis_gossypii,invertebrate,80765,14853
910,GCF_033807575.1,Cydia_pomonella,invertebrate,82600,16554
911,GCF_040581485.1,Linepithema_humile,invertebrate,83485,13534
912,GCF_963678635.1,Symsagittifera_roscoffensis,invertebrate,84072,13514
913,GCF_035594125.1,Scylla_paramamosain,invertebrate,85552,19839
914,GCF_024542735.1,Bombus_huntii,invertebrate,85661,11088
915,GCF_910592395.1,Lineus_longissimus,invertebrate,88925,17976
916,GCF_023558435.1,Drosophila_sulfurigaster_albostrigata,invertebrate,89887,14253
917,GCF_001313835.1,Polistes_canadensis,invertebrate,91411,9876
918,GCF_905147365.1,Aricia_agestis,invertebrate,91739,12987
919,GCF_032445375.1,Bacillus_rossius_redtenbacheri,invertebrate,93214,14448
920,GCF_004193835.3,Ostrinia_furnacalis,invertebrate,93504,15396
921,GCF_947563725.1,Argiope_bruennichi,invertebrate,94029,18361
922,GCF_947086385.1,Phlebotomus_argentipes,invertebrate,94469,10540
923,GCF_027943255.1,Anastrepha_obliqua,invertebrate,95512,14353
924,GCF_024679095.1,Eriocheir_sinensis,invertebrate,95602,19615
925,GCF_024586455.1,Bactrocera_neohumeralis,invertebrate,98809,13929
926,GCF_030848795.1,Temnothorax_nylanderi,invertebrate,102681,15147
927,GCF_000204515.1,Acromyrmex_echinatior,invertebrate,103372,11219
928,GCF_025200985.1,Drosophila_gunungcola,invertebrate,103775,13887
929,GCF_011952205.1,Bombus_bifarius,invertebrate,103933,11148
930,GCF_040668555.1,Bombus_flavifrons,invertebrate,103934,10137
931,GCF_003227725.1,Camponotus_floridanus,invertebrate,104421,12512
932,GCF_042242935.1,Bactrocera_oleae,invertebrate,104688,12391
933,GCF_040938485.1,Diadema_antillarum,invertebrate,105358,33123
934,GCF_002891405.2,Cryptotermes_secundus,invertebrate,105785,13170
935,GCF_024137745.1,Phymastichus_coffea,invertebrate,108790,12046
936,GCF_014356525.2,Nilaparvata_lugens,invertebrate,108931,18139
937,GCF_037392515.1,Haliotis_asinina,invertebrate,109174,26848
938,GCF_002443255.2,Varroa_destructor,invertebrate,109461,10241
939,GCF_028476545.2,Physella_acuta,invertebrate,109671,24890
940,GCF_001412225.1,Nicrophorus_vespilloides,invertebrate,110193,12642
941,GCF_947172395.1,Bicyclus_anynana,invertebrate,110368,13577
942,GCF_905220565.1,Melitaea_cinxia,invertebrate,113334,13771
943,GCF_022539635.2,Chironomus_tepperi,invertebrate,113505,14073
944,GCF_043381705.1,Parasteatoda_tepidariorum,invertebrate,114398,18394
945,GCF_011865705.1,Megalopta_genalis,invertebrate,115081,10425
946,GCF_914767665.1,Harmonia_axyridis,invertebrate,115357,13899
947,GCF_905163445.1,Pararge_aegeria,invertebrate,116150,13515
948,GCF_024364675.1,Aethina_tumida,invertebrate,116153,13131
949,GCF_030686945.1,Centruroides_vittatus,invertebrate,120091,18579
950,GCF_022539665.2,Daphnia_carinata,invertebrate,120202,13206
951,GCF_000006295.1,Pediculus_humanus_corporis,invertebrate,121224,10773
952,GCF_963422355.1,Corticium_candelabrum,invertebrate,121492,20197
953,GCF_947507565.1,Oscarella_lobularis,invertebrate,121494,14530
954,GCF_000475195.1,Diaphorina_citri,invertebrate,121845,20085
955,GCF_024139115.2,Armigeres_subalbatus,invertebrate,124917,19040
956,GCF_025231255.1,Drosophila_biarmipes,invertebrate,125945,14472
957,GCF_016746245.2,Drosophila_santomea,invertebrate,129105,14138
958,GCF_026571515.1,Ruditapes_philippinarum,invertebrate,129788,40909
959,GCF_000188095.3,Bombus_impatiens,invertebrate,132113,10632
960,GCF_023614345.1,Adelges_cooleyi,invertebrate,133065,13556
961,GCF_001949145.1,Acanthaster_planci,invertebrate,133434,16481
962,GCF_000697945.3,Frankliniella_occidentalis,invertebrate,133901,16516
963,GCF_000696155.1,Zootermopsis_nevadensis,invertebrate,136037,12381
964,GCF_943734705.1,Anopheles_coustani,invertebrate,139045,12032
965,GCF_943735745.2,Anopheles_bellator,invertebrate,139047,11226
966,GCF_019202785.1,Penaeus_chinensis,invertebrate,139456,20076
967,GCF_002237135.1,Teleopsis_dalmanni,invertebrate,139649,25647
968,GCF_001186385.1,Diuraphis_noxia,invertebrate,143948,12390
969,GCF_003268045.1,Sipha_flava,invertebrate,143950,13575
970,GCF_000220905.1,Megachile_rotundata,invertebrate,143995,10788
971,GCF_000187915.1,Pogonomyrmex_barbatus,invertebrate,144034,11348
972,GCF_004324835.1,Dendronephthya_gigantea,invertebrate,151771,22045
973,GCF_001652005.2,Ceratina_calcarata,invertebrate,156304,11173
974,GCF_002217175.1,Folsomia_candida,invertebrate,158441,24221
975,GCF_015104395.2,Macrobrachium_nipponense,invertebrate,159736,24778
976,GCF_036669905.1,Acropora_muricata,invertebrate,159855,26093
977,GCF_012932325.1,Thrips_palmi,invertebrate,161013,14332
978,GCF_036711975.1,Onthophagus_taurus,invertebrate,166361,14016
979,GCF_950023065.1,Planococcus_citri,invertebrate,170843,16596
980,GCF_905147045.1,Nymphalis_io,invertebrate,171585,12136
981,GCF_905220365.1,Vanessa_cardui,invertebrate,171605,13223
982,GCF_029784165.1,Wyeomyia_smithii,invertebrate,174621,15029
983,GCF_001853355.1,Bactrocera_latifrons,invertebrate,174628,12759
984,GCF_001272555.1,Dufourea_novaeangliae,invertebrate,178035,9844
985,GCF_040869045.1,Eurosta_solidaginis,invertebrate,178769,14223
986,GCF_014066325.1,Apis_laboriosa,invertebrate,183418,9783
987,GCF_943737925.1,Anopheles_nili,invertebrate,185578,11009
988,GCF_943734755.1,Anopheles_moucheti,invertebrate,186751,11872
989,GCF_905475395.1,Chrysoperla_carnea,invertebrate,189513,12985
990,GCF_905404315.1,Leptidea_sinapis,invertebrate,189913,12469
991,GCF_029784155.1,Uranotaenia_lowii,invertebrate,190385,18976
992,GCF_033153115.1,Saccostrea_echinata,invertebrate,191078,28350
993,GCF_905333055.1,Maniola_jurtina,invertebrate,191418,13777
994,GCF_963678975.1,Dysidea_avara,invertebrate,196820,25344
995,GCF_021130785.1,Homalodisca_vitripennis,invertebrate,197043,19904
996,GCF_949628265.1,Cloeon_dipterum,invertebrate,197152,13282
997,GCF_921293095.1,Ischnura_elegans,invertebrate,197161,15994
998,GCF_029955315.1,Cylas_formicarius,invertebrate,197179,12016
999,GCF_004354385.1,Drosophila_innubila,invertebrate,198719,13595
1000,GCF_010614865.2,Stegodyphus_dumicola,invertebrate,202533,20729
1001,GCF_912470025.1,Vespa_velutina,invertebrate,202808,10059
1002,GCF_041682495.1,Bombus_fervidus,invertebrate,203811,10300
1003,GCF_036669915.1,Pocillopora_verrucosa,invertebrate,203993,25867
1004,GCF_011952255.1,Bombus_vosnesenskii,invertebrate,207650,11184
1005,GCF_017591435.1,Portunus_trituberculatus,invertebrate,210409,17292
1006,GCF_000341935.2,Cephus_cinctus,invertebrate,211228,11511
1007,GCF_000390285.2,Anoplophora_glabripennis,invertebrate,217634,14828
1008,GCF_000671375.1,Centruroides_sculpturatus,invertebrate,218467,24591
1009,GCF_002006095.1,Pseudomyrmex_gracilis,invertebrate,219809,11572
1010,GCF_000612105.2,Orussus_abietinus,invertebrate,222816,10045
1011,GCF_000699045.2,Agrilus_planipennis,invertebrate,224129,13371
1012,GCF_000327385.1,Lottia_gigantea,invertebrate,225164,23818
1013,GCF_036669925.1,Montipora_capricornis,invertebrate,246305,32425
1014,GCF_902728285.1,Clytia_hemisphaerica,invertebrate,252671,22204
1015,GCF_009176505.1,Sitodiplosis_mosellana,invertebrate,263140,14682
1016,GCF_009176525.2,Contarinia_nasturtii,invertebrate,265458,14889
1017,GCF_021461385.2,Schistocerca_piceifrons,invertebrate,274613,17490
1018,GCF_023864275.1,Schistocerca_cancellata,invertebrate,274614,16907
1019,GCF_019399895.1,Cardiocondyla_obscurior,invertebrate,286306,11040
1020,GCF_945859705.1,Episyrphus_balteatus,invertebrate,286459,13663
1021,GCF_000696795.3,Halyomorpha_halys,invertebrate,286706,14486
1022,GCF_945859685.1,Eupeodes_corollae,invertebrate,290404,13690
1023,GCF_000764305.2,Hyalella_azteca,invertebrate,294128,17163
1024,GCF_003070985.1,Temnothorax_curvispinosus,invertebrate,300111,15668
1025,GCF_030848805.1,Temnothorax_longispinosus,invertebrate,300112,13784
1026,GCF_013373865.1,Monomorium_pharaonis,invertebrate,307658,14019
1027,GCF_037975245.1,Apostichopus_japonicus,invertebrate,307972,20754
1028,GCF_024516045.1,Bombus_affinis,invertebrate,309941,10718
1029,GCF_026225885.1,Hylaeus_anthracinus,invertebrate,313031,10389
1030,GCF_026283585.1,Hylaeus_volcanicus,invertebrate,313075,11583
1031,GCF_040414725.1,Anabrus_simplex,invertebrate,316456,14866
1032,GCF_030247185.1,Malaya_genurostris,invertebrate,325434,13580
1033,GCF_000503995.2,Ceratosolen_solmsi_marchali,invertebrate,326594,9663
1034,GCF_026930045.1,Uloborus_diversus,invertebrate,327109,15750
1035,GCF_029784135.1,Toxorhynchites_rutilus_septentrionalis,invertebrate,329112,16491
1036,GCF_037043105.1,Vanessa_tameamea,invertebrate,334116,11875
1037,GCF_905115235.1,Hermetia_illucens,invertebrate,343691,14004
1038,GCF_943734765.1,Anopheles_ziemanni,invertebrate,345580,11791
1039,GCF_021155765.1,Diprion_similis,invertebrate,362088,11030
1040,GCF_029852145.1,Microplitis_mediator,invertebrate,375433,14066
1041,GCF_036898095.1,Palaemon_carinicauda,invertebrate,392227,33981
1042,GCF_014825855.1,Bombus_pyrosoma,invertebrate,396416,10600
1043,GCF_000090795.2,Amphimedon_queenslandica,invertebrate,400682,20216
1044,GCF_003073045.1,Pomacea_canaliculata,invertebrate,400727,21144
1045,GCF_000949405.1,Vollenhovia_emeryi,invertebrate,411798,14870
1046,GCF_000002865.3,Monosiga_brevicollis_MX1,invertebrate,431895,9202
1047,GCF_021901455.1,Neodiprion_lecontei,invertebrate,441921,11969
1048,GCF_021155775.2,Neodiprion_pinetum,invertebrate,441929,11943
1049,GCF_001412515.2,Diachasma_alloeum,invertebrate,454923,12351
1050,GCF_001594065.2,Cyphomyrmex_costatus,invertebrate,456900,11780
1051,GCF_013357705.1,Chelonus_insularis,invertebrate,460826,10548
1052,GCF_036172545.1,Culicoides_brevitarsis,invertebrate,469753,11137
1053,GCF_001594075.2,Trachymyrmex_cornetzi,invertebrate,471704,12611
1054,GCF_012274295.1,Osmia_lignaria,invertebrate,473952,10556
1055,GCF_010583005.1,Odontomachus_brunneus,invertebrate,486640,12167
1056,GCF_013076305.1,Rhopilema_esculentum,invertebrate,499914,14864
1057,GCF_031769215.1,Ylistrum_balloti,invertebrate,509963,20868
1058,GCF_001483705.2,Eufriesea_mexicana,invertebrate,516756,10278
1059,GCF_001594045.1,Atta_colombica,invertebrate,520822,10316
1060,GCF_013339745.2,Dermacentor_silvarum,invertebrate,543639,23419
1061,GCF_011392965.1,Frieseomelitta_varia,invertebrate,561572,10618
1062,GCF_036669935.1,Montipora_foliosa,invertebrate,591990,31642
1063,GCF_000151315.2,Capsaspora_owczarzaki_ATCC_30864,invertebrate,595528,8621
1064,GCF_001263275.1,Habropoda_laboriosa,invertebrate,597456,10069
1065,GCF_001313825.1,Dinoponera_quadriceps,invertebrate,609295,11048
1066,GCF_003227715.2,Harpegnathos_saltator,invertebrate,610380,12642
1067,GCF_005281655.2,Nylanderia_fulva,invertebrate,613905,14627
1068,GCF_030449975.1,Polyergus_mexicanus,invertebrate,615972,11776
1069,GCF_037179485.1,Ochlerotatus_camptorhynchus,invertebrate,644619,16021
1070,GCF_001186125.1,Sphaeroforma_arctica_JP610,invertebrate,667725,18213
1071,GCF_032362555.1,Amyelois_transitella,invertebrate,680683,13876
1072,GCF_014905175.1,Aphidius_gifuensis,invertebrate,684658,12683
1073,GCF_030625045.1,Achroia_grisella,invertebrate,688607,13873
1074,GCF_000388065.1,Fonticula_alba,invertebrate,691883,5901
1075,GCF_002803265.2,Melanaphis_sacchari,invertebrate,742174,12320
1076,GCF_001465965.1,Polistes_dominula,invertebrate,743375,10179
1077,GCF_024137725.1,Prorops_nasuta,invertebrate,863751,12621
1078,GCF_025399875.1,Dalotia_coriaria,invertebrate,877792,12337
1079,GCF_013123115.1,Colletes_gigas,invertebrate,935657,10168
1080,GCF_000188695.1,Salpingoeca_rosetta,invertebrate,946362,11618
1081,GCF_040115645.1,Euwallacea_fornicatus,invertebrate,995702,10686
1082,GCF_023078275.1,Leguminivora_glycinivorella,invertebrate,1035111,15681
1083,GCF_018152115.1,Drosophila_rhopaloa,invertebrate,1041015,14607
1084,GCF_021464435.1,Cataglyphis_hispanica,invertebrate,1086592,10468
1085,GCF_910591565.1,Cydia_splendana,invertebrate,1100963,14646
1086,GCF_947568885.1,Cydia_strobilella,invertebrate,1100964,14042
1087,GCF_026250575.1,Diorhabda_carinulata,invertebrate,1163345,11977
1088,GCF_026230105.1,Diorhabda_sublineata,invertebrate,1163346,11704
1089,GCF_019059575.1,Amphibalanus_amphitrite,invertebrate,1232801,27370
1090,GCF_000591075.1,Eurytemora_carolleeae,invertebrate,1294199,20716
1091,GCF_907164935.1,Osmia_bicornis_bicornis,invertebrate,1437191,11362
1092,GCF_963556715.1,Cydia_fagiglandana,invertebrate,1458189,14898
1093,GCF_003589595.1,Hyposmocoma_kahamanoa,invertebrate,1477025,14062
1094,GCF_014743375.2,Drosophila_subpulchrella,invertebrate,1486046,15028
1095,GCF_943734695.1,Anopheles_maculipalpis,invertebrate,1496333,11533
1096,GCF_943734685.1,Anopheles_coluzzii,invertebrate,1518534,12410
1097,GCF_943734725.1,Anopheles_marshallii,invertebrate,1521116,11720
1098,GCF_011630105.1,Anneissia_japonica,invertebrate,1529436,21084
1099,GCF_028296485.1,Oppia_nitens,invertebrate,1686743,14938
1100,GCF_016097555.1,Gigantopelta_aegis,invertebrate,1735272,22556
1101,GCF_039881205.1,Euwallacea_similis,invertebrate,1736056,11234
1102,GCF_948474715.1,Cydia_amplana,invertebrate,1869771,14262
1103,GCF_003672135.1,Ooceraea_biroi,invertebrate,2015173,11927
1104,GCF_023864345.2,Schistocerca_serialis_cubense,invertebrate,2023355,17237
1105,GCF_031216515.1,Neocloeon_triangulifer,invertebrate,2078957,12721
1106,GCF_003710045.2,Nomia_melanderi,invertebrate,2448451,9924
1107,GCF_030247195.1,Topomyia_yanbarensis,invertebrate,2498891,17140
1108,GCF_029603195.1,Condylostylus_longicornis,invertebrate,2530218,12227
1109,GCF_963576615.1,Watersipora_subatra,invertebrate,2589382,18495
1110,GCF_006345805.1,Octopus_sinensis,invertebrate,2607531,18886
1111,GCF_001417965.1,Exaiptasia_diaphana,invertebrate,2652724,22509
1112,GCF_011952275.1,Bombus_vancouverensis_nearcticus,invertebrate,2705178,11338
1113,GCF_036711695.1,Zophobas_morio,invertebrate,2755281,22723
